word,lm_score,ngram_size,oov,silence_within,missed_speech_before,logits_median,start_time,end_time
fototoestel,-4.499483108520508,2,False,-0.057997556014534754,-0.21348829531149302,-2.905794858932495,245.0,245.76
man,-3.9478261470794678,1,False,-0.4014729801039752,-0.13277115817774504,-3.2410446405410767,245.92,246.14
nemen,-3.478039503097534,2,False,-0.35146263389368954,0.03712723683487673,-2.8676817417144775,246.18,246.48
wilt,-4.394922256469727,2,False,-0.1252591083982426,-0.21233960245471653,-2.8861268758773804,267.3,267.54
u,-1.2390938997268677,2,False,,-0.03173862070710315,-1.8398646116256714,267.6,267.62
een,-1.4951850175857544,3,False,,-0.09349000298053914,-2.221678853034973,267.72,267.84
reisverzekering,-6.1566925048828125,2,False,-0.057251268167305136,-0.02420836103025295,-2.3077101707458496,267.9,271.74
ik,-3.0176925659179688,1,False,-0.03574249163187214,-0.21966626624289862,-1.8058544397354126,273.38,275.1
heb,-1.468143105506897,2,False,,-0.13827641411757888,-2.263140320777893,275.24,275.36
u,-2.3303399085998535,3,False,,-0.10596882734117516,-2.729167938232422,275.44,275.46
niet,-1.3636143207550049,4,False,-0.2816121733691809,-0.13764620901557395,-2.3215606212615967,275.56,275.74
verstaan,-2.0305755138397217,5,False,-0.12026916948274244,-0.10301790609992209,-2.446398377418518,275.84,276.38
kunt,-4.456846237182617,2,False,-0.35062393078700044,,-2.2222529649734497,277.22,277.42
u,-0.567682683467865,3,False,,-0.11540920104054922,-2.1779249906539917,277.52,277.54
harder,-0.8298248052597046,4,False,-0.3141690075952207,-0.14667582429450182,-2.606001853942871,277.68,278.04
spreken,-1.8480279445648193,4,False,-0.33404303037012456,-0.11671864712551701,-2.406380534172058,278.16,278.6
ja,-3.53511381149292,2,False,,-0.2669181996437401,-2.2951419353485107,279.7,279.76
ik,-1.7627766132354736,3,False,,-0.2038436803988186,-2.4592751264572144,280.08,280.18
wil,-1.6405175924301147,3,False,-0.2676841076718682,-0.11967464046514725,-2.5163103342056274,280.3,280.48
graag,-1.446349859237671,4,False,-0.2756322552212763,-0.1268881137102059,-2.64536452293396,280.64,280.92
een,-0.5349695682525635,5,False,,-0.0006892189264604554,-2.659979224205017,280.98,281.1
verzekering,-4.053986549377441,4,False,-0.07176932647047946,,-2.3857100009918213,281.56,282.32
wilt,-3.0944833755493164,3,False,-0.32698130850771384,-0.21293038197305086,-2.6853766441345215,285.52,285.74
u,-1.3084533214569092,2,False,,-0.10346198533748328,-1.9209607243537903,285.82,285.86
meenemen,-3.7905735969543457,3,False,-0.27726501492096467,-0.1359569309548259,-2.286170721054077,286.0,286.44
op,-1.5934944152832031,3,False,,-0.15497749120102877,-2.6990413665771484,286.62,286.68
reis,-1.6881276369094849,3,False,-0.39882209017189985,-0.13577357220144975,-2.3653310537338257,286.82,287.04
u,-4.129627704620361,2,False,,,-2.199906587600708,287.94,287.96
kunt,-1.5312529802322388,3,False,-0.2940652443070966,-0.08661957263689174,-2.3375933170318604,288.04,288.24
drie,-3.7213947772979736,3,False,-0.28611574933943357,-0.14804419556107956,-2.9610538482666016,288.4,288.56
andere,-2.9564361572265625,2,False,-0.28679828657986917,-0.10595091240309155,-2.574177861213684,288.66,288.98
personen,-1.9532408714294434,3,False,-0.12857143081209133,-0.12470854345792329,-2.407105565071106,289.08,289.62
meenemen,-3.7542684078216553,2,False,-0.2529851116136548,-0.1135065381369389,-2.1811715364456177,289.7,290.18
ik,-2.3595781326293945,2,False,,-0.19760364866372077,-2.3452996015548706,292.22,292.34
wil,-1.1608343124389648,3,False,-0.2904387722559004,-0.10179989403329387,-2.491613030433655,292.42,292.64
mijn,-2.072094202041626,3,False,-0.4262761037345293,-0.18898638946633833,-2.5542075634002686,292.92,293.16
kat,-3.3938419818878174,4,False,-0.2781036344938209,-0.04097365276766891,-2.2313846349716187,293.22,293.44
nemen,-3.509199380874634,2,False,-0.2831938053338562,-0.12494320281650412,-2.416346549987793,293.56,293.92
mijn,-2.830934524536133,2,False,-0.30079715123549544,-0.2207203776086763,-2.623550772666931,294.32,294.5
moeder,-1.835864543914795,3,False,-0.33452614878648324,-0.16134424601784414,-2.3888593912124634,294.68,295.0
neewie,-8.426697731018066,1,False,-0.033858061342082704,-0.13626551388333094,-1.5974863767623901,295.16,302.3
wilt,-3.4407830238342285,1,False,-0.2737662688167908,-0.12293782069392761,-2.794175148010254,302.42,302.64
u,-1.1452007293701172,2,False,,-0.024802353912847887,-1.7876927256584167,302.72,302.74
graag,-2.3978681564331055,3,False,-0.2656860825487834,-0.12111163206928453,-2.532989740371704,302.88,303.14
de,-1.9182507991790771,3,False,,-0.10765730964718968,-2.818166732788086,303.26,303.34
grote,-2.448185682296753,3,False,-0.2877930331392142,-0.1073966660383463,-2.764108180999756,303.44,303.72
sturen,-4.751855850219727,1,False,-0.2995125212064335,-0.1498931883816313,-2.4652063846588135,303.88,304.18
vanuit,-2.802839517593384,2,False,-0.2960620969301386,-0.11894088130331798,-2.540827989578247,304.26,304.6
die,-2.183966636657715,2,False,,-0.1373843028912946,-2.8375332355499268,304.74,304.86
stad,-4.008712291717529,2,False,-0.27151684250526764,-0.04957176408579209,-2.470743179321289,304.92,305.16
de,-2.381708860397339,3,False,,-0.21105836844258358,-3.0440049171447754,307.06,307.14
groeten,-3.024639129638672,3,False,-0.29208271440375144,-0.10084164895192343,-2.725805163383484,307.22,307.7
sturen,-3.2944798469543457,3,False,-0.3180160111116142,-0.12306478199743491,-2.681206226348877,307.82,308.26
van,-2.2128727436065674,2,False,-0.31207622761498627,-0.1519144325738596,-2.7583940029144287,308.4,308.58
die,-1.915144920349121,3,False,,-0.1880885793945257,-2.8357152938842773,308.8,308.92
stadhoe,-8.743424415588379,1,False,-0.043757185989247105,-0.07136624604709875,-1.6687309741973877,308.98,312.94
wilt,-3.4407830238342285,1,False,-0.2655472746928101,-0.11073893906455186,-2.9316821098327637,313.04,313.3
u,-1.1452007293701172,2,False,,-0.07590781489109821,-1.983625888824463,313.38,313.4
deze,-2.042955160140991,3,False,-0.3151281200118185,-0.12650995807077514,-2.7576541900634766,313.54,313.76
route,-3.0939791202545166,3,False,-0.2885540075169168,-0.181170737036912,-2.542077660560608,313.96,314.2
sturen,-4.226025104522705,2,False,-0.26506239763947453,-0.14994110234080388,-2.485876202583313,314.36,314.66
denk,-3.0573983192443848,2,False,-0.07463415955044542,,-2.459995985031128,315.44,315.72
aan,-1.5803954601287842,3,False,,-0.1229986806438189,-2.53149676322937,315.86,315.98
een,-1.7872804403305054,3,False,-0.2236468881418205,0.28302682869712514,-2.6483404636383057,316.0,316.16
kaart,-2.64726185798645,4,False,-0.30043966784526877,-0.04783247022651512,-2.3433430194854736,316.22,316.5
telefoon,-5.723594665527344,1,False,-0.0877958046841332,,-2.5064537525177,316.98,317.52
of,-2.317021131515503,2,False,,-0.10610929366037118,-2.305835008621216,317.6,317.72
email,-1.8874022960662842,3,False,-0.3093531344109628,-0.20111585268089258,-2.384985089302063,317.84,318.14
met,-2.6773643493652344,2,False,-0.4104798930656649,-0.2252008091756693,-3.236516833305359,320.38,320.54
telefoon,-4.468669891357422,2,False,-0.10548453759751397,-0.14726726319891334,-2.070186495780945,320.66,321.3
en,-1.768068552017212,3,False,,-0.1316953747859891,-2.4475302696228027,321.46,321.52
email,-2.3621420860290527,3,False,-0.09288091533058113,-0.17827649505572213,-2.2326093912124634,321.78,322.28
wil,-3.75925350189209,2,False,-0.279427671679003,,-2.7481201887130737,322.74,322.88
ik,-1.4778451919555664,2,False,-0.3357860842918767,-0.13385663978061446,-2.511829376220703,323.08,323.24
de,-1.6610922813415527,3,False,,,-3.119011402130127,323.8,323.9
groeten,-3.392202377319336,4,False,-0.053110372433325434,-0.20601076174850677,-2.723168134689331,324.16,324.72
sturen,-3.607041597366333,3,False,-0.23493521456118693,-0.17565740000198837,-2.4224698543548584,324.92,325.34
u,-2.917804479598999,2,False,,-0.22643379512128597,-1.6757445931434631,329.46,329.48
kunt,-2.227660655975342,2,False,-0.3162276739348255,-0.15988685934447852,-2.181867837905884,329.6,329.82
nu,-1.8673170804977417,3,False,,-0.19274901466819178,-2.3748496770858765,330.0,330.06
vijf,-2.887235403060913,4,False,-0.3148300977653893,-0.2010787513106856,-2.578509569168091,330.22,330.4
euro,-3.4441447257995605,2,False,-0.3540090946354255,-0.15279491234774695,-2.318201422691345,330.52,330.72
verdienen,-2.5140836238861084,3,False,-0.29297797019538085,-0.17074132738106657,-2.5408753156661987,330.86,331.3
als,-2.278512716293335,2,False,-0.35523376239997423,-0.17158551196885047,-2.4622395038604736,331.58,331.82
u,-1.3811192512512207,3,False,,0.26262743867176835,-1.945819914340973,331.84,331.88
een,-1.8264285326004028,3,False,,-0.14939229354586525,-2.120181918144226,332.06,332.18
bekend,-4.129082679748535,3,False,-0.29057155086868514,-0.06449284016152557,-2.0921300649642944,332.26,332.6
monument,-6.372058868408203,1,False,-0.08162317573191752,-0.11886626296434015,-2.1142749786376953,332.72,333.28
kunt,-3.8166258335113525,1,False,-0.31213779615926773,-0.1398394003729465,-2.2954978942871094,333.38,333.56
noemen,-2.348034620285034,2,False,-0.3550511647389214,-0.15902937916125282,-2.562654495239258,333.74,333.94
in,-2.83762788772583,2,False,,-0.08595008864520033,-2.2307891845703125,334.04,334.14
de,-0.8559055328369141,3,False,,0.010453482304923498,-2.928290367126465,334.2,334.24
stad,-1.9997763633728027,3,False,-0.25868283009588516,-0.11989409131568958,-2.484463691711426,334.36,334.62
van,-1.8438478708267212,4,False,,-0.13373474569045984,-2.5349475145339966,334.72,334.84
uw,-3.6106061935424805,2,False,,-0.12690229376112927,-2.4176723957061768,334.94,335.06
keuze,-2.538435935974121,3,False,-0.3520513835439466,-0.17013538370773879,-2.1357845067977905,335.24,335.46
ik,-2.8637442588806152,2,False,,-0.2067629318226662,-2.1456085443496704,342.1,342.2
weet,-1.3704196214675903,3,False,-0.22795961219725994,0.05911453954431674,-2.6494957208633423,342.24,342.42
het,-0.5365671515464783,4,False,,0.053789739471039086,-2.625849723815918,342.46,342.56
niet,-0.9337459206581116,4,False,-0.285356992231516,-0.1438537849395893,-2.0791029930114746,342.68,342.82
ik,-1.2287657260894775,5,False,,-0.2076688150436438,-2.058058023452759,345.3,345.38
heb,-0.937171995639801,5,False,-0.2852949858839578,-0.12904282031812228,-2.435413956642151,345.5,345.66
u,-3.3125853538513184,4,False,,-0.06989165444755957,-2.669968008995056,345.72,345.74
niet,-1.0987972021102905,5,False,-0.27694491411161665,-0.14667715008863058,-2.295117735862732,345.86,346.02
verstaan,-2.0305755138397217,5,False,-0.2592259967505648,-0.12055342403842477,-2.5880959033966064,346.14,346.62
kunt,-4.456846237182617,2,False,-0.05228684051095734,,-2.3928189277648926,347.36,347.66
u,-0.567682683467865,3,False,,-0.11712138696353862,-2.2125632762908936,347.78,347.82
duidelijker,-4.63326358795166,3,False,-0.05502574400946417,-0.07567893671603301,-2.9865875244140625,347.9,348.62
spreken,-0.9983524084091187,4,False,-0.23923554781966253,0.27144086379831067,-2.32893705368042,348.64,349.1
niet,-2.6402459144592285,2,False,-0.034578919103832255,-0.2523505186201046,-1.4866334199905396,350.22,355.9
u,-3.6899287700653076,2,False,,,-1.6455312371253967,356.66,356.68
krijgt,-1.9557639360427856,3,False,-0.3227828798035186,-0.13868546098998344,-2.5948034524917603,356.86,357.2
nog,-1.9504985809326172,3,False,,-0.10174739043662213,-2.2817063331604004,357.32,357.44
een,-0.7013230919837952,4,False,-0.3354515710100473,-0.1362189216532976,-2.5849472284317017,357.56,357.76
kans,-1.215277075767517,5,False,-0.331467290507294,-0.11869020646062453,-2.1981090307235718,357.86,358.2
komen,-4.70462703704834,3,False,-0.25367845842983283,-0.21709604202576377,-2.59183669090271,363.42,363.64
er,-2.076490879058838,2,False,,-0.10526083881632156,-2.6375073194503784,363.78,363.88
over,-2.940722942352295,3,False,-0.09870614555549811,-0.24598778839837993,-2.5488851070404053,365.04,365.3
uw,-2.975135087966919,3,False,,-0.06967398161351789,-2.282985806465149,365.36,365.42
vrije,-4.18414306640625,2,False,-0.30884562658546677,-0.1797945777319888,-2.333332657814026,365.62,365.9
tijd,-0.39149338006973267,3,False,-0.4243162050010763,-0.18321983654793692,-2.5514683723449707,366.08,366.34
u,-3.356104850769043,3,False,,,-2.245480179786682,367.16,367.18
kunt,-2.288496971130371,2,False,-0.29840052843899717,-0.07552536078305837,-2.017854928970337,367.26,367.44
dan,-2.856372117996216,3,False,,-0.1423018731479906,-2.4372406005859375,367.6,367.72
een,-1.8254412412643433,4,False,,-0.09837082734256507,-2.392807126045227,367.8,367.92
extra,-3.553285837173462,3,False,-0.28286297997963894,-0.11739200180845025,-2.177270770072937,368.0,368.34
prijs,-2.6813125610351562,3,False,-0.32093103902671505,-0.1697635554641816,-2.5515331029891968,368.54,368.8
krijgen,-2.6928482055664062,2,False,-0.30962412951264684,-0.17852879546543515,-2.205179452896118,369.0,369.32
maakt,-3.689653158187866,2,False,-0.14790911225423764,-0.21441007116357275,-2.7129026651382446,373.04,373.28
u,-2.193998098373413,2,False,,-0.10483729136812829,-1.8272656798362732,373.34,373.36
in,-2.418246269226074,3,False,,-0.1364920230740173,-2.381569743156433,373.48,373.54
uw,-1.6672375202178955,3,False,,-0.12453495684990101,-2.1677979230880737,373.64,373.72
vrije,-2.334730863571167,4,False,-0.34616164069435024,-0.17709537788805274,-2.456247568130493,373.9,374.2
tijd,-0.007578442804515362,5,False,-0.2632416016693526,-0.15695511616879168,-2.6672170162200928,374.36,374.56
wel,-3.194491386413574,3,False,-0.315564462245897,-0.11058673724334427,-2.642688274383545,374.68,374.86
eens,-1.8756591081619263,3,False,-0.3439603033790445,-0.08142993719444022,-2.5709855556488037,374.96,375.2
een,-1.447180151939392,4,False,,-0.07557356986901634,-2.5588977336883545,375.3,375.4
dag,-2.4817755222320557,4,False,,-0.11623939228978908,-2.833379864692688,375.52,375.64
het,-2.862161874771118,3,False,-0.27798855962967445,-0.04236987286722649,-3.041525959968567,375.7,375.86
stadje,-4.3424906730651855,2,False,-0.2914881372963608,-0.047324374818465374,-2.82268226146698,375.92,376.26
ik,-2.7456634044647217,2,False,,-0.20380956875383754,-2.6666078567504883,378.7,378.78
maak,-2.5588812828063965,2,False,-0.06931233548115467,-0.21922221682316567,-2.911707043647766,379.16,379.52
ik,-1.7364623546600342,3,False,,-0.1610700255870673,-2.862581729888916,379.68,379.76
in,-2.8575265407562256,3,False,,-0.10047229340557048,-2.3824411630630493,379.84,379.9
mijn,-1.4966729879379272,4,False,,-0.12145099359238017,-2.692046046257019,379.98,380.1
vrije,-0.5042808055877686,5,False,-0.3045364124200257,-0.1404291583004829,-2.360424041748047,380.22,380.48
tijd,-0.007367523852735758,5,False,-0.29871168112632307,-0.11791350966768173,-2.804443120956421,380.6,380.8
een,-2.6796443462371826,3,False,,-0.16007064122167283,-2.7623268365859985,381.04,381.16
duik,-3.669924259185791,3,False,-0.34073573949264985,-0.13321579502662334,-3.209062695503235,381.34,381.56
lidstaat,-7.636794090270996,1,False,-0.2915697195276813,-0.09392616708384668,-3.107375741004944,381.64,382.14
jewaar,-7.09815788269043,1,False,-0.035292266718129,0.00035174772735074855,-1.6568230986595154,382.18,385.8
gaat,-3.0123631954193115,1,False,-0.2506381035611328,-0.12643862047864396,-2.513774871826172,385.92,386.16
u,-1.9149916172027588,2,False,,0.03525390948904231,-2.686478614807129,386.2,386.22
dan,-1.8390716314315796,3,False,-0.2845030276831184,-0.1619027856380614,-2.768243670463562,386.38,386.52
naar,-1.3876022100448608,4,False,-0.3117068878582457,-0.14052817573767443,-2.3881924152374268,386.62,386.84
toe,-2.717555046081543,3,False,,-0.15438461935195824,-2.360092878341675,386.92,387.04
ja,-3.6841869354248047,3,False,-0.4435550745666286,-0.23744717546641195,-2.748276710510254,389.46,389.6
naar,-2.4024267196655273,3,False,-0.5013805612102997,-0.21296071286078821,-2.468287467956543,389.92,390.1
de,-1.180962324142456,3,False,,-0.11371883709339041,-2.6283795833587646,390.24,390.3
winkels,-3.553992509841919,3,False,-0.05791050217995029,-0.16518798518750785,-2.094886898994446,390.52,391.06
waarom,-4.202566146850586,2,False,-0.05474371161925689,-0.20436525469842307,-2.2885502576828003,395.2,395.58
gaat,-2.6318359375,2,False,-0.2547430986224477,-0.14024085293843971,-2.7480263710021973,395.7,395.96
u,-0.7351664304733276,3,False,,0.02510277135232067,-1.9169872403144836,396.0,396.02
daar,-1.8229076862335205,4,False,-0.22489518518888713,-0.11804067026232117,-2.5122393369674683,396.12,396.32
naar,-2.747694253921509,3,False,-0.31290106326014494,-0.1273955255981758,-2.5187103748321533,396.42,396.6
toe,-0.45164424180984497,4,False,,-0.14051230017870284,-2.408207893371582,396.7,396.82
om,-1.7642861604690552,4,False,,-0.24401074165489683,-2.6209046840667725,398.12,398.18
boeken,-4.40640115737915,3,False,-0.055932504268511825,-0.19348421453924136,-2.623015284538269,398.5,399.18
doen,-3.4912595748901367,2,False,-0.12105670227946798,-0.28614888129499355,-2.8598766326904297,400.26,400.52
om,-2.2704074382781982,2,False,,-0.24002460337093628,-2.586134433746338,401.84,401.92
een,-1.5351179838180542,3,False,-0.3105328956734126,-0.12474459576044225,-2.407132625579834,402.06,402.2
gift,-3.867713212966919,3,False,-0.2821574675409852,-0.11415636393851235,-2.638058066368103,402.32,402.58
te,-0.8153523802757263,4,False,,,-2.4113337993621826,403.04,403.1
kopenik,-9.51899528503418,1,False,-0.0387726438184617,-0.14546871418670276,-1.7995536923408508,403.24,408.02
heb,-2.97505784034729,1,False,-0.2906091300084893,-0.10800200554479086,-2.257999300956726,408.12,408.26
u,-2.990478992462158,2,False,,-0.05374780698244643,-1.9551254510879517,408.32,408.36
niet,-1.8490879535675049,3,False,-0.308077411914535,-0.10788995917435407,-2.40653920173645,408.46,408.64
begrepen,-2.0671448707580566,4,False,-0.3095638673217104,-0.1012505962438085,-2.200277805328369,408.74,409.2
kunt,-4.89721155166626,2,False,-0.13595731496252433,,-2.349581003189087,409.98,410.22
u,-0.567682683467865,3,False,,-0.004286865518006379,-1.8317700028419495,410.28,410.3
dat,-1.6277589797973633,3,False,-0.2947093270855471,-0.10781527421240411,-2.648263931274414,410.42,410.56
dan,-1.7060353755950928,4,False,,-0.003300380962852271,-2.4473679065704346,410.62,410.74
dus,-4.147934436798096,3,False,-0.3528347317196924,-0.0571074909385743,-2.6189498901367188,410.82,411.04
zeggen,-3.7789392471313477,2,False,-0.3213265996101101,-0.15280808171650856,-2.4864319562911987,411.2,411.44
genen,-6.02471923828125,1,False,-0.06173863632945943,-0.21533257618844348,-2.5318145751953125,415.18,415.92
te,-1.755722165107727,2,False,,-0.13466362823978328,-2.404597759246826,416.08,416.16
kopen,-2.5208194255828857,2,False,-0.2946930532051261,-0.08623213322282056,-2.463898181915283,416.26,416.66
wat,-2.0482428073883057,3,False,-0.34779916803189204,-0.22443249617742098,-2.8738943338394165,420.52,420.68
doet,-2.769822359085083,3,False,-0.31998173162985616,-0.04136160563558534,-2.689635992050171,420.74,420.92
u,-0.8039141297340393,3,False,,0.2869139849788185,-2.7227221727371216,420.94,420.96
nog,-2.6693971157073975,4,False,-0.3561474468299971,-0.1292272265635352,-2.5618280172348022,421.08,421.24
meer,-0.3338102102279663,5,False,-0.35018173092630517,-0.18184431563981043,-2.25052273273468,421.42,421.64
in,-2.2787251472473145,4,False,,0.2592146934727051,-2.1406893730163574,421.66,421.72
uw,-0.4215986728668213,5,False,,0.025279818978346247,-2.4239453077316284,421.76,421.84
vrije,-3.1696701049804688,3,False,-0.31992273010090405,-0.22224761682425617,-2.192493200302124,422.06,422.38
tijd,-0.060850776731967926,4,False,-0.4664777424745835,-0.20023258356740592,-2.358988404273987,422.56,422.76
abi,-7.300522804260254,1,False,-0.05173582030405631,-0.21163523364694742,-2.654293417930603,431.86,432.4
doe,-2.357848644256592,2,False,-0.3341471707578342,-0.1899552340007129,-2.8764379024505615,432.8,432.94
ik,-1.3196500539779663,2,False,-0.31624870512276526,-0.15170445126258855,-2.4605358839035034,433.16,433.32
meer,-3.060899257659912,3,False,-0.13419102970753535,,-2.430860996246338,433.82,434.08
in,-2.0046427249908447,3,False,,-0.09187229117090032,-2.403554677963257,434.16,434.24
manatee,-6.153512954711914,2,False,-0.053654168588505864,-0.12588444717707695,-1.7896726727485657,434.34,439.18
hobby,-5.303674221038818,1,False,-0.2289305966119599,0.08578961782270132,-2.172814965248108,439.22,439.48
doet,-3.272353172302246,2,False,-0.27574429339270407,-0.12977140042631824,-2.5385851860046387,439.64,439.78
u,-2.078437089920044,2,False,,-0.07737698201315515,-1.5881248712539673,439.86,439.88
thuis,-3.4694833755493164,3,False,-0.25790554184321207,-0.12210997276132957,-2.7566219568252563,440.0,440.3
denk,-3.21854567527771,2,False,-0.2604765254296588,,-2.6049270629882812,441.22,441.42
aan,-2.273869514465332,2,False,-0.2992161426768166,-0.12474627041841159,-2.8487857580184937,441.56,441.7
lezen,-4.631513595581055,2,False,-0.32136074774070555,-0.1405714334001537,-2.495383381843567,441.88,442.16
spelletjes,-4.189286231994629,2,False,-0.06642473460355186,-0.22571407918699724,-2.6399322748184204,442.56,443.2
doen,-0.9579390287399292,3,False,-0.32844065196851663,-0.15343724463896272,-2.7290059328079224,443.32,443.46
of,-2.3088948726654053,3,False,,-0.1578573063916274,-2.636488437652588,443.58,443.7
knutselen,-4.081790447235107,3,False,-0.1349884393045181,-0.12608177666643444,-2.149930953979492,443.84,444.34
ik,-3.2685370445251465,1,False,-0.3985054754914644,-0.1955151703941261,-2.0489014387130737,447.4,447.54
les,-4.102569580078125,2,False,-0.3564677434448759,-0.08630622521301141,-2.6865696907043457,447.66,447.92
gratushoe,-8.416545867919922,1,True,-0.04777120536585555,-0.21821629061021325,-1.727247714996338,448.3,453.56
lang,-3.7701854705810547,1,False,-0.2800405153566557,-0.12717251164529325,-2.3399463891983032,453.66,453.86
doet,-3.1460213661193848,2,False,-0.3304685948126166,-0.12120623893593847,-2.9489612579345703,453.96,454.14
u,-1.6815153360366821,3,False,,-0.05938154125644916,-2.147476315498352,454.2,454.22
dat,-1.0991387367248535,4,False,-0.28000620334194515,-0.13771129648483388,-2.574744701385498,454.34,454.48
al,-0.33813589811325073,5,False,-0.25512591240727633,-0.10071153573391436,-2.207491636276245,454.56,454.72
sinds,-2.7009549140930176,3,False,-0.06438550990600338,-0.2226237900687183,-2.094536066055298,456.82,457.14
lang,-2.6108741760253906,3,False,-0.29776072642352786,-0.19556175917828986,-2.5909186601638794,457.38,457.72
geleden,-1.2687734365463257,4,False,-0.06816140582501146,,-2.1426485776901245,458.2,458.68
aan,-2.667315721511841,3,False,-0.32275400969177404,-0.22551803474290058,-2.2800917625427246,462.76,462.9
welke,-3.478607654571533,2,False,-0.280837734086782,-0.17005464714864477,-2.584961414337158,463.08,463.38
robby,-5.943602561950684,1,False,-0.24477046909183559,-0.10661777998303583,-1.827046811580658,463.48,463.72
wilt,-3.709413528442383,1,False,-0.2664723265496811,-0.14087676476168715,-2.7924132347106934,463.88,464.14
u,-1.1452007293701172,2,False,,-0.08316913411797013,-1.6362735629081726,464.22,464.24
beginnen,-2.5297977924346924,3,False,-0.29887935698184553,-0.09811476994178264,-2.2521578073501587,464.32,464.7
zienop,-8.987626075744629,1,False,-0.047669222793642343,-0.23867424656612632,-1.680796205997467,473.64,476.94
welk,-4.310832500457764,1,False,-0.26720763974165684,-0.14321238762043695,-2.6315338611602783,477.08,477.3
feest,-2.9291584491729736,2,False,-0.24788602071216723,-0.14467263213497947,-2.4871891736984253,477.42,477.74
was,-1.8907908201217651,3,False,-0.323502977105649,-0.12875814554730455,-2.887355327606201,477.88,478.06
u,-3.0004844665527344,2,False,,-0.112390486134378,-2.0083656907081604,478.18,478.2
het,-1.8017640113830566,3,False,-0.3185402841789974,-0.10589355412366423,-2.897002935409546,478.32,478.48
laatst,-1.7797024250030518,4,False,-0.2745301222828695,-0.1336439775410548,-2.5263489484786987,478.58,478.9
op,-0.8839625716209412,5,False,,-0.21092791319175402,-2.149938702583313,481.02,481.14
een,-0.28144317865371704,5,False,,-0.14785124669031266,-2.5414117574691772,481.32,481.44
verjaardag,-4.018077850341797,3,False,-0.05702674737126436,-0.14000945310196267,-2.7054591178894043,481.56,482.22
feest,-3.0877392292022705,3,False,-0.2732449870060342,-0.1636627478686613,-2.4171758890151978,482.32,482.7
was,-2.2387807369232178,2,False,-0.37754708055885766,-0.1942325858229903,-2.20883572101593,482.98,483.14
ik,-1.7860956192016602,3,False,,-0.09484988702843052,-2.4764187335968018,483.26,483.34
het,-1.9566857814788818,3,False,-0.3564398315321776,-0.13551426353075957,-2.518100619316101,483.5,483.64
lestat,-7.659801483154297,1,False,-0.047186631367565984,-0.09375129632596417,-1.5341073274612427,483.7,488.92
voor,-2.8347411155700684,1,False,-0.31464367899687157,0.043361216713888706,-2.35014545917511,488.96,489.16
feest,-4.303048133850098,2,False,-0.298596106908256,-0.1496774505012267,-2.8458906412124634,489.3,489.58
wil,-2.186312198638916,3,False,-0.25327052596346755,-0.1274856020579129,-2.862201452255249,489.72,489.88
het,-2.251946449279785,2,False,,0.27894265188863826,-3.030461311340332,489.9,490.0
u,-3.058037281036377,3,False,,-0.12176311508505804,-2.165018916130066,490.08,490.1
zelf,-1.3679194450378418,4,False,-0.2668113666986043,-0.09378024982981925,-2.2730588912963867,490.18,490.42
geven,-2.301208972930908,4,False,-0.23593246289362613,-0.21877246294238972,-2.343180537223816,490.64,490.92
een,-2.9713237285614014,2,False,-0.05435536082625967,-0.20187655767709672,-2.342588424682617,493.98,494.54
party,-3.0205907821655273,3,False,-0.07392385074867601,-0.22928622498485632,-2.5081790685653687,494.9,495.28
feest,-4.931025505065918,1,False,-0.2635653408909148,-0.20075455764858943,-2.4799481630325317,495.52,495.9
wil,-2.453913927078247,2,False,-0.2365169604439384,-0.206472077672775,-2.755659580230713,497.38,497.58
ik,-1.0815739631652832,3,False,,-0.11049962824275741,-2.5198429822921753,497.72,497.84
zelf,-2.6568214893341064,3,False,-0.3170597801195478,-0.14045278944680115,-2.3568848371505737,497.98,498.26
geenhoe,-8.792784690856934,1,False,-0.04118015745557058,-0.24191086401681464,-1.8558378219604492,498.62,501.92
gaat,-3.0123631954193115,1,False,-0.2205660882719287,0.03681985086979635,-2.7398704290390015,501.96,502.2
u,-1.9149916172027588,2,False,,-0.09216763562334368,-1.8837683200836182,502.28,502.3
de,-1.7392041683197021,3,False,,-0.0865940597077303,-3.0396422147750854,502.38,502.44
zaal,-3.546721935272217,3,False,-0.25424005199936955,-0.15576871229591602,-2.5277206897735596,502.54,502.72
dan,-2.901423692703247,3,False,-0.3262938690069624,-0.19604784025509633,-2.6587374210357666,502.9,503.04
vereren,-6.23667573928833,1,False,-0.24295765664520264,-0.1399415408566933,-2.37920880317688,503.14,503.64
denk,-3.7928528785705566,1,False,-0.17206447782868886,,-2.325271248817444,504.44,504.66
aan,-1.4540265798568726,2,False,-0.29442710554077184,-0.11468830501661575,-2.599786877632141,504.78,504.94
ballonnen,-4.957206726074219,2,False,-0.2653289091995044,-0.11145625417251079,-2.415368437767029,505.04,505.52
slingers,-3.7855520248413086,2,False,-0.05162234364945326,-0.20445382131465528,-2.4482595920562744,505.88,506.4
of,-2.230152130126953,2,False,,-0.09153334186926558,-2.631471037864685,506.5,506.62
bloemen,-4.098535060882568,2,False,-0.39235104002863325,-0.1500651943013979,-2.2556310892105103,506.82,507.12
met,-2.5626516342163086,2,False,-0.26306095820644904,-0.19386720202962598,-2.256333827972412,509.96,510.14
bloemen,-3.589975595474243,2,False,-0.05838384590999415,,-2.3037984371185303,510.64,511.26
en,-0.6843231916427612,3,False,-0.14522288386958987,,-1.8338981866836548,511.72,511.94
